id,class,user,n_markers,x_mean,x_std,x_min,x_max,y_mean,y_std,y_min,y_max,z_mean,z_std,z_min,z_max,l_mean,l_std,l_min,l_max,ang_mean,ang_std,ang_min,ang_max,area_mean,area_std,area_min,area_max,conv_hull_vol,conv_hull_cx,conv_hull_cy,conv_hull_cz
8886,5,0,7,51.5256,17.178,14.2925,71.671,80.9405,36.0412,17.9608,130.5551,-60.446,36.3979,-110.8829,-8.8353,123.9019,20.6676,95.0657,161.9593,2.5466,0.3071,1.9031,2.99,3921.1088,1583.6723,1104.5833,5900.8047,184271.3082,45.0849,70.823,-52.8903
1889,2,0,10,65.6424,23.9274,20.419,97.0922,102.3092,39.9938,27.5926,154.2235,-10.6307,42.1027,-72.7014,35.4172,134.9477,24.9579,96.9503,173.6525,2.5596,0.3863,1.7401,3.1059,4384.2888,2518.4256,317.4049,9386.5039,174586.0705,59.6749,93.0084,-9.6642
4861,3,0,5,65.2677,9.9957,54.3804,81.1649,79.1412,38.3593,23.3951,138.5679,-51.0528,19.7472,-69.9252,-25.2327,121.2918,19.4727,93.5755,151.6376,2.6563,0.2388,2.204,2.9644,3255.4136,1492.5783,1334.4032,5719.381,41536.8816,54.3897,65.951,-42.544
4268,3,0,5,58.4295,5.2544,51.765,66.144,73.0168,40.3468,13.9739,134.8747,-64.4416,18.5959,-81.9148,-37.0115,120.61,18.7799,95.1155,151.9664,2.6428,0.2434,2.1828,2.9593,3300.123,1483.5531,1319.6417,5915.5514,43704.9525,48.6912,60.8473,-53.7013
959,1,0,5,60.411,17.0796,32.8975,81.2271,47.2352,25.2629,3.1941,73.1355,-73.7574,5.381,-81.7047,-65.7361,110.1425,12.1787,93.1487,130.198,2.7503,0.1872,2.3639,2.9774,2165.8528,775.4006,1191.8971,3388.3981,28080.4651,50.3425,39.3627,-61.4645
2763,2,0,10,41.0589,28.5149,-11.9993,86.5332,104.7834,47.9432,15.8554,165.5474,-27.7689,37.3503,-86.2178,18.6346,131.7852,23.9973,96.6122,169.9849,2.4991,0.4445,1.5711,3.0741,4459.9516,2683.7893,567.1775,9791.8957,144302.3028,40.5486,92.6856,-29.453
8366,5,0,8,26.3876,34.6557,-23.1727,72.4889,116.725,22.7839,87.8702,147.1572,21.1224,17.282,-4.3074,45.5642,128.097,19.4197,98.054,159.5234,2.6825,0.1912,2.2736,2.9504,3480.336,1321.3536,1310.5698,6205.8748,172992.6745,23.4556,103.7555,18.7755
5697,4,0,7,21.4824,23.8068,-12.441,53.2462,86.1236,35.7533,35.0515,136.3028,-64.9506,17.3504,-97.2802,-42.5276,116.1084,27.6096,83.0426,159.9478,2.687,0.2555,2.2374,3.0931,2662.8086,1466.6324,399.1904,5973.417,102586.888,20.5289,77.1728,-55.7762
8312,5,0,8,23.8924,35.2517,-25.9608,72.118,118.5648,19.2832,94.515,143.8771,-7.2932,19.429,-37.4156,20.7202,127.6702,19.3384,97.5267,158.665,2.685,0.192,2.2696,2.9529,3440.3747,1315.9884,1260.3114,6188.1256,167691.0189,21.2377,105.391,-6.4828
2819,2,0,10,36.3901,31.392,-13.7549,84.3076,105.5953,47.643,18.9951,167.5353,-27.9143,38.2314,-87.3102,18.2687,131.6746,25.1508,96.8362,171.2926,2.4714,0.4448,1.5993,3.0784,4593.0383,2605.4373,417.5751,9820.8664,161706.9121,33.299,94.4319,-26.5429
8684,5,0,10,39.6973,32.5987,-12.6489,82.6549,107.5087,29.6861,46.87,142.7848,-17.2993,37.314,-72.7981,33.5546,127.798,20.9094,96.2942,161.9529,2.5265,0.3018,1.8173,2.9964,4302.2913,1592.5805,1182.8404,6972.7568,367371.4302,36.0884,97.7352,-15.7266
5820,4,0,7,20.4301,23.7762,-13.4913,51.9818,86.6156,35.6249,33.7357,135.1253,-65.5674,17.4123,-97.4954,-43.6745,116.6245,27.4787,83.7112,159.8444,2.6902,0.2578,2.2251,3.0963,2661.1778,1476.8311,376.5441,6020.3577,100916.6226,19.6975,77.3917,-56.4425
3890,3,0,5,60.6705,4.9725,54.4778,66.5594,71.4904,41.5404,11.5555,134.9793,-63.2842,20.813,-82.4697,-35.0825,120.9785,18.5578,95.1232,151.2511,2.6184,0.2593,2.14,2.9544,3467.1773,1608.7854,1400.4488,6059.3995,45918.503,50.5587,59.5753,-52.7369
4763,3,0,5,65.8093,10.1474,53.7935,82.072,79.168,38.3031,23.2987,138.56,-49.7493,19.332,-67.9238,-24.2308,121.0044,19.37,93.3282,151.3423,2.657,0.2372,2.2051,2.9587,3239.0975,1477.1065,1369.2546,5688.531,43156.9788,54.8411,65.9733,-41.4578
7875,5,0,10,46.6609,28.1837,-12.4862,78.8227,97.5771,34.8147,24.2809,136.2045,-47.4097,32.2043,-96.6968,4.7958,128.9362,19.1095,94.0132,160.7976,2.557,0.2752,1.9146,2.9982,4230.4728,1512.9777,1217.2876,6707.6423,365995.4863,42.419,88.7065,-43.0997
8078,5,0,9,32.719,35.039,-20.9562,77.0837,113.33,23.5005,73.7732,143.5305,-9.5453,29.5124,-78.7449,27.3406,127.6904,18.7476,98.7229,160.1674,2.5988,0.2505,1.9955,2.9546,3942.8859,1484.4626,1382.4285,6551.9545,340118.5259,29.4471,101.997,-8.5908
3974,3,0,5,63.6353,8.3541,55.326,77.1461,68.2319,42.6075,9.0388,134.242,-66.6941,23.0825,-90.8171,-35.5375,123.3338,18.9713,95.988,151.3312,2.6032,0.2779,2.1232,2.989,3695.3177,1829.4564,1230.4518,6182.7816,42109.6945,53.0294,56.8599,-55.5784
6433,4,0,7,23.1962,22.6974,-9.9715,54.7274,90.9787,36.0011,37.3883,142.6926,-57.7688,18.7174,-96.1273,-36.5393,116.5256,27.1252,84.5461,160.2212,2.6853,0.2648,2.1957,3.1049,2685.3445,1514.9277,300.3466,6193.4343,109394.6195,19.8501,78.5912,-51.4093
6825,4,0,6,27.5761,18.7686,-4.866,52.6808,98.8551,30.7684,57.0122,138.7667,-52.4392,13.7395,-71.7116,-32.9343,118.2368,28.1147,85.0412,158.824,2.8073,0.1868,2.4184,3.1116,2024.5397,891.8302,242.6767,3566.457,35037.7804,22.234,83.1599,-46.2209
4708,3,0,5,63.2686,10.522,50.5995,79.6181,77.5234,39.1249,20.6982,137.9168,-54.2,18.2454,-70.8397,-29.3988,120.653,19.174,93.4484,150.966,2.6505,0.2424,2.1927,2.9636,3256.7765,1502.1936,1320.349,5733.1441,43150.379,52.7238,64.6028,-45.1667
7387,5,0,10,36.5428,30.9015,-14.826,78.7872,97.1352,32.5222,28.5847,139.0626,-38.0476,35.5708,-93.0794,9.0921,123.1702,18.034,93.6426,152.9351,2.5003,0.3026,1.8007,2.9985,4195.2305,1554.9282,1183.0654,6796.4383,369986.8911,33.2207,88.3047,-34.5888
7635,5,0,10,40.172,32.5251,-12.1686,78.6952,97.7048,30.7672,31.4766,134.7068,-33.2155,35.5948,-86.9895,15.2687,123.1638,19.1172,92.8796,160.3609,2.5042,0.303,1.7976,3.001,4161.5609,1541.1879,1161.24,6723.1216,348282.6104,36.52,88.8225,-30.1959
8501,5,0,10,66.3215,34.6806,9.2171,121.6061,98.9724,34.1161,26.4115,136.4811,-2.9975,27.2401,-55.3918,36.2807,130.1312,19.4322,95.5582,161.4534,2.5602,0.2724,1.9367,3.0067,4318.603,1642.5998,1160.9704,7172.3199,372509.0318,60.2923,89.9749,-2.725
8237,5,0,8,49.8216,27.9377,-17.4942,76.7514,88.9397,35.3047,23.2755,134.6138,-53.7754,33.104,-101.0172,-9.1885,126.2089,21.8721,95.0343,161.275,2.5316,0.3052,1.8071,3.0045,4087.5705,1453.025,1137.1504,5850.9226,290615.6396,44.2859,79.0575,-47.8004
1096,1,0,3,71.5723,8.7787,60.3131,81.7319,31.6249,23.4027,1.5797,58.6681,-77.5114,4.9681,-82.7998,-70.8612,112.0219,15.2075,93.0671,130.2992,2.8378,0.1216,2.686,2.9836,1787.3744,642.1035,1155.1383,2667.9865,652.4632,53.6792,23.7187,-58.1335
2865,2,0,10,29.7955,29.8153,-13.6843,82.6948,112.2383,44.0746,18.1334,170.2094,-20.8324,33.9203,-88.7919,17.4799,131.1585,26.4336,96.301,173.5895,2.5573,0.4434,1.5962,3.0893,3976.8197,2518.7843,343.4703,9858.8648,150618.5073,28.8669,100.2352,-21.1869
5869,4,0,7,20.5922,23.3616,-12.7566,52.4777,86.8775,35.9679,35.188,136.2881,-64.6246,17.1189,-96.7624,-43.1745,116.2361,27.7445,83.4572,159.7389,2.6925,0.2564,2.2442,3.1187,2635.7447,1478.177,187.9445,6044.0952,99555.5325,19.8384,77.4407,-55.6486
4134,3,0,5,61.118,6.6215,53.6689,70.9924,69.2996,42.2067,9.7377,134.3768,-67.3413,22.1696,-90.1062,-36.6733,122.6193,18.8133,95.8333,151.5338,2.6102,0.268,2.1349,2.9777,3613.6486,1727.5158,1283.5294,6135.8934,46959.6412,50.9316,57.7497,-56.1177
868,1,0,4,62.1625,19.7412,30.9942,83.1248,47.4394,26.7972,7.4215,77.5689,-71.3116,6.1438,-77.2449,-61.6055,110.2466,13.8294,93.1007,130.7322,2.6974,0.1972,2.3499,2.9754,2442.1947,806.8583,1225.8893,3437.8801,29417.2435,49.73,37.9515,-57.0492
6397,4,0,7,26.6525,24.2895,-8.6219,57.2682,91.5814,35.8198,39.2598,143.9386,-56.2026,19.7554,-95.3827,-33.0743,117.3666,27.2881,85.5344,161.4387,2.6734,0.2736,2.1796,3.1109,2771.9331,1568.2084,255.9126,6248.9445,105922.6025,24.9703,81.6411,-47.5633
4795,3,0,5,67.0246,10.0515,57.5673,82.9055,80.6408,37.3645,26.0851,138.7882,-47.0196,20.4845,-68.2835,-22.1243,121.4042,19.5922,93.4936,151.8738,2.6652,0.2365,2.2114,2.973,3204.5412,1488.1202,1277.0933,5691.9438,38298.9636,55.8538,67.2007,-39.183
6274,4,0,7,29.5544,26.0081,-7.3437,61.0269,91.046,35.7881,37.7372,143.923,-56.0913,20.2626,-97.5632,-33.436,117.9959,27.4557,85.9445,162.0256,2.6628,0.2818,2.1697,3.1007,2857.0996,1640.401,343.9886,6503.3327,116175.6506,28.0393,80.7613,-47.7767
3774,3,0,5,67.7474,14.0363,54.463,91.4347,61.7277,46.1785,7.6446,136.0946,-65.4652,25.6208,-94.2451,-32.7035,123.7331,19.0192,96.8709,151.1579,2.5608,0.343,2.0717,3.069,3979.0607,2417.9708,594.554,7603.3686,54581.5838,56.4561,51.4398,-54.5543
5842,4,0,7,20.8566,23.9245,-13.4486,52.6457,87.5548,35.253,35.745,136.5948,-64.3138,17.4402,-96.8884,-42.4872,116.626,27.4736,84.3088,160.1692,2.6932,0.2551,2.2348,3.1037,2650.2971,1469.5831,312.5593,6001.4972,102322.4495,20.0759,78.1402,-55.3404
5245,4,0,7,41.8132,29.362,-8.6266,75.1314,73.8806,39.5548,16.5985,128.2058,-56.5924,25.8466,-83.7819,-0.1661,107.8006,43.3954,26.8784,163.6443,2.5952,0.2962,1.8666,3.0922,2241.7786,1350.2061,427.6904,4877.7304,154158.6668,35.0908,61.7271,-49.6631
6114,4,0,7,17.9449,22.1823,-13.7242,49.6403,86.4728,36.6655,31.4055,136.0238,-64.1345,17.6423,-97.6893,-42.1267,115.4079,27.23,82.6859,158.623,2.6839,0.2656,2.2086,3.1291,2637.5846,1500.0694,101.5449,6100.3941,102260.7725,17.268,77.1508,-55.2281
2113,2,0,10,66.3811,23.5276,21.3251,96.7049,102.2791,39.7613,28.0156,153.7882,-9.4661,42.1577,-72.2284,36.789,135.0619,25.0422,96.0635,173.7736,2.5637,0.3835,1.7521,3.0942,4368.6647,2519.2176,424.8319,9441.1714,167190.379,60.3464,92.981,-8.6056
3606,3,0,5,69.7956,15.8818,53.6559,96.7927,53.5683,50.5466,3.6556,134.6586,-65.7343,22.7962,-91.1481,-35.5274,122.6648,18.4984,96.6791,150.8401,2.5339,0.3867,2.0624,3.0717,4067.7067,2703.7791,550.8203,8288.0564,67043.5383,58.163,44.6403,-54.7786
4955,3,0,5,65.6874,9.7396,54.6467,80.9382,75.6281,39.1234,19.2278,136.1907,-55.8362,17.4695,-71.4117,-31.2684,121.2696,19.4031,93.7054,151.5831,2.6616,0.2369,2.2137,2.9679,3227.4853,1496.0659,1308.3278,5684.1592,39005.1736,54.7395,63.0234,-46.5302
1385,1,0,6,41.0425,32.2029,-7.8364,83.3384,79.5584,15.2003,48.9353,93.3143,-51.1705,20.5359,-76.7721,-22.9646,110.0345,14.6516,88.2081,134.866,2.6399,0.2649,2.122,2.9932,2734.9752,1241.9118,904.1467,4691.6431,31556.3469,35.1793,68.1929,-43.8605
2513,2,0,10,42.3059,31.718,-8.8958,91.4422,101.1223,48.3244,12.2622,162.8385,-25.4118,36.974,-82.8036,18.6114,129.3903,25.0555,91.1841,168.0352,2.4619,0.4585,1.547,3.1085,4471.5953,2589.7084,200.1743,9718.0079,139048.4833,38.7239,90.2829,-24.2983
7283,5,0,10,38.455,30.5352,-10.5081,74.9577,100.0418,34.3896,27.2191,137.8773,-40.3546,34.6069,-91.547,9.9282,126.4458,20.9711,94.2027,160.492,2.5219,0.3093,1.8039,3.0033,4216.2657,1543.0848,1124.5496,6707.1572,339338.7154,34.9591,90.9471,-36.686
8320,5,0,9,26.8269,33.8943,-26.1713,72.1226,113.9685,23.4481,73.9375,144.4371,-13.1218,30.3407,-81.0997,26.1225,127.0905,18.6515,98.1633,159.6999,2.598,0.2473,1.9999,2.9537,3913.721,1430.9508,1309.6282,6536.5939,334445.0951,24.1442,102.5717,-11.8096
3458,3,0,5,70.1506,15.8639,54.5789,97.1505,53.7076,50.2551,4.2911,134.5771,-65.2456,23.4387,-91.1276,-34.2216,122.6606,18.536,96.6002,150.712,2.5329,0.3851,2.0639,3.0748,4072.9927,2695.173,528.3746,8294.99,71084.8054,58.4588,44.7564,-54.3713
8275,5,0,10,37.4192,32.5254,-22.5404,75.0689,96.0883,32.8342,26.8586,137.5966,-43.3648,35.903,-101.6238,5.0884,124.5695,20.521,95.1555,159.8245,2.4992,0.312,1.7908,3.0054,4245.4242,1589.4229,1118.5679,7076.6188,387276.4424,34.0174,87.353,-39.4225
671,1,0,4,60.444,20.2695,29.437,83.0376,63.6814,25.495,25.122,91.0984,-57.2959,11.2834,-68.5045,-38.9021,109.4961,13.7982,92.223,129.8943,2.6833,0.1994,2.3378,2.9681,2483.8013,810.4428,1261.7192,3430.8074,33861.3741,48.3552,50.9451,-45.8367
7042,5,0,10,43.0806,31.3558,-12.8786,77.7585,94.9502,33.2344,24.9423,137.8855,-41.6877,35.6805,-97.6056,5.5848,124.6693,20.6811,93.8796,160.5491,2.5068,0.3109,1.7825,3.008,4196.366,1555.0741,1135.8706,6827.4853,368671.1549,39.1642,86.3184,-37.8979
5737,4,0,7,20.1235,23.7006,-14.0209,51.6603,88.4685,35.53,35.5888,137.3765,-63.9939,17.5305,-96.9254,-42.3602,117.0513,27.5182,84.487,160.5009,2.6938,0.2576,2.23,3.1044,2658.9998,1485.6628,308.9081,6045.9095,102112.6948,19.466,78.7763,-55.1393
7911,5,0,9,49.929,28.1265,-14.8445,78.8072,88.0697,34.0356,19.8616,132.6316,-49.9778,35.6492,-103.7865,-2.6087,124.5036,21.5916,94.6724,161.249,2.5172,0.3102,1.8005,3.0083,4072.7078,1448.8411,1138.0241,6028.7688,313593.9425,44.9361,79.2627,-44.98
5893,4,0,7,20.6845,23.3265,-12.8098,52.1911,86.5919,35.6001,34.6391,134.5011,-64.6844,17.3632,-96.8495,-43.0321,116.0584,27.4498,83.5545,158.7749,2.6927,0.2575,2.2365,3.1185,2625.3719,1473.0858,189.3904,6031.2567,96943.015,19.8967,77.1951,-55.7142
5173,3,0,8,39.2454,35.4368,-15.9471,93.2265,67.5275,31.3388,23.3674,109.08,54.1425,24.2167,9.9394,81.5242,103.4162,34.0734,29.9856,151.6147,2.4668,0.3563,1.4646,2.968,2621.5325,1194.363,1019.2334,5595.9165,168077.9496,34.8848,60.0244,48.1267
4069,3,0,5,57.3027,1.8776,54.4339,60.1109,73.6684,40.4302,13.6354,134.9296,-62.6898,19.0997,-81.994,-36.5618,119.6082,18.3697,95.2787,151.5944,2.6368,0.2472,2.1682,2.9655,3276.0397,1486.3098,1425.8489,5970.8961,45717.7055,47.7523,61.3903,-52.2415
4499,3,0,5,64.6936,12.6748,52.6652,86.6649,63.4692,43.3863,11.4099,133.2034,-68.1629,21.8044,-94.4337,-38.7688,122.5038,19.2626,94.5567,150.6679,2.6144,0.3129,2.1671,3.0857,3611.1813,2229.6186,445.5953,6963.6345,44452.061,53.9113,52.891,-56.8024
8017,5,0,9,35.6406,35.1067,-17.0825,80.3163,112.1176,23.8599,68.5177,142.1852,-14.2283,29.5196,-81.9252,23.0772,127.9211,18.773,98.5782,160.9614,2.5977,0.2524,1.9816,2.9558,3964.1876,1487.1261,1314.8198,6645.1841,339605.7938,32.0766,100.9058,-12.8055
3829,3,0,5,58.102,2.9462,54.9051,62.8528,72.8578,40.7932,12.9191,135.4841,-61.468,19.7166,-81.4455,-34.4252,119.1529,18.0693,96.2684,151.7916,2.6251,0.2496,2.1491,2.9471,3333.5343,1510.6124,1455.9885,6118.4509,52011.5015,48.4183,60.7148,-51.2233
8002,5,0,10,36.716,33.9657,-16.2772,79.243,102.7718,33.3694,30.4658,140.7144,-27.0896,30.9963,-86.0608,14.5142,124.257,20.7876,92.5447,160.6106,2.5176,0.3133,1.7626,2.95,4068.5748,1470.0255,1173.7863,6581.7059,360154.1098,33.3782,93.4289,-24.627
4592,3,0,5,65.5281,14.3555,51.0457,90.0772,61.2661,44.7978,11.8737,134.0605,-67.9738,21.3406,-92.9997,-38.2949,122.3448,19.1834,94.7559,151.1836,2.6016,0.3277,2.1681,3.083,3696.638,2365.2384,462.0127,7395.1483,60848.0072,54.6067,51.0551,-56.6448
6160,4,0,7,17.498,22.2253,-14.7935,48.4528,88.9772,36.2269,33.3038,138.1087,-63.1744,17.6693,-96.827,-42.2512,116.5725,27.2678,84.2862,160.0467,2.6946,0.2643,2.2048,3.1311,2623.3188,1505.3443,86.1659,6064.7977,100170.542,16.8855,79.2784,-54.3764
3225,2,0,10,58.6913,29.56,-1.9309,101.8887,90.2491,44.9722,14.3567,145.8973,-8.7854,50.0896,-85.7408,48.064,128.7045,22.5199,98.0739,165.0122,2.4031,0.5002,1.4144,3.054,4735.2852,2789.9231,764.2233,10313.8567,181138.5144,54.5644,77.1475,-13.2331
8986,5,0,8,41.7907,28.8186,-20.5038,72.0281,83.3632,33.9694,17.5517,132.2887,-50.556,37.523,-108.8595,-2.6725,119.1282,21.276,92.4715,159.9793,2.4608,0.333,1.7554,2.9772,4019.8422,1481.0091,1254.3928,5903.0807,294120.0312,37.1473,74.1006,-44.9387
8157,5,0,10,41.9052,33.4173,-15.7328,79.4928,99.5362,34.2207,28.1305,138.5136,-42.5703,31.4932,-92.2975,2.5528,127.8447,20.2744,94.2297,161.7466,2.5272,0.2961,1.7827,3.0005,4294.162,1535.4955,1142.8895,6881.0573,362372.9256,38.0957,90.4875,-38.7003
500,1,0,5,62.2548,17.4812,33.1781,83.1881,55.5119,25.5019,11.3044,81.7803,-66.4507,7.3932,-74.8351,-55.3695,110.5837,12.441,93.1324,131.0475,2.7409,0.1922,2.3491,2.9856,2227.573,803.9367,1156.9299,3454.6745,32510.8326,51.879,46.2599,-55.3756
3622,3,0,5,68.6957,15.9989,53.5224,96.1325,54.5103,50.2614,4.9998,135.0819,-66.5012,23.1141,-92.0463,-36.4481,122.8103,18.6269,96.5439,151.0899,2.5359,0.3847,2.0706,3.0652,4066.5983,2703.8171,604.9319,8300.3288,65719.369,57.2464,45.4253,-55.4177
4564,3,0,5,66.4381,13.8773,52.0387,90.0917,61.3968,44.5965,11.6293,133.796,-67.1183,21.511,-92.467,-37.2008,122.3417,19.1078,94.6828,151.008,2.604,0.3266,2.1672,3.0881,3681.3045,2351.1161,421.9936,7326.0565,58290.8693,55.3651,51.164,-55.932
1025,1,0,3,71.2691,9.0352,59.1399,80.8143,31.8515,23.339,2.1487,59.1678,-77.619,4.7946,-83.3518,-71.6168,111.9574,15.277,92.9038,130.3046,2.8379,0.1193,2.6869,2.9787,1787.5095,629.7395,1190.2996,2658.2709,1885.5321,53.4518,23.8886,-58.2143
1443,1,0,6,42.5925,34.2891,-9.5448,88.2334,80.9272,14.3057,51.7175,94.1149,-47.93,17.1041,-68.5727,-25.7819,110.0927,14.6002,88.6452,135.005,2.6417,0.2621,2.131,2.9911,2726.7181,1224.6048,985.7115,4722.5181,37323.8552,36.5078,69.3662,-41.0829
322,1,0,5,62.678,18.0924,33.6814,85.6547,55.1495,25.2984,11.2193,80.9662,-66.6392,6.293,-72.817,-56.0049,110.7073,12.7135,93.0621,131.6975,2.7431,0.1883,2.3553,2.9759,2227.0156,787.0165,1239.87,3426.6634,28826.459,51.6158,40.7822,-53.9807
6986,4,0,6,21.0981,22.3241,-9.0925,49.9752,105.5529,26.1365,60.8978,135.622,-46.2682,22.3225,-77.6565,-5.1063,121.3855,25.935,83.4843,158.177,2.7503,0.2035,2.4398,3.1127,2521.3218,1163.0224,230.8479,4596.5715,116178.4603,16.2222,90.183,-39.2343
8713,5,0,10,38.8267,32.0346,-12.6224,81.9908,107.1859,30.0414,45.331,142.8612,-20.5869,37.7389,-76.3693,31.6512,127.8245,20.8317,96.3046,161.8967,2.5244,0.3028,1.8113,2.9963,4316.4949,1592.6037,1180.605,6979.7223,368623.5228,35.297,97.4417,-18.7154
5608,4,0,7,21.1045,23.7353,-12.9923,53.0182,86.5449,35.9746,33.2477,135.2309,-64.9469,17.6643,-97.9978,-42.4746,116.4556,27.5895,83.7137,159.4698,2.6851,0.2592,2.2249,3.1042,2683.2138,1490.3516,311.1625,6142.9347,105584.5655,20.2471,77.3528,-55.8838
9,1,0,5,62.6213,18.6209,32.5276,86.4211,55.0901,25.4429,11.015,81.1277,-66.8088,5.8666,-72.2615,-57.0925,110.8566,12.6119,93.3004,131.7177,2.7377,0.1886,2.351,2.9726,2265.4406,794.2538,1263.5028,3461.5518,31672.2406,51.4993,40.6752,-54.1711
8392,5,0,8,25.7822,33.6176,-23.2112,70.6458,114.9634,24.0416,83.8636,149.9604,29.9401,18.026,1.91,52.7182,128.1693,19.5811,97.8494,160.0675,2.6819,0.1908,2.2827,2.954,3494.7441,1330.848,1220.1631,6240.1624,180363.9309,22.9175,102.1897,26.6134
357,1,0,5,62.4369,17.7262,32.9977,84.8378,54.8847,25.513,10.682,81.0242,-66.6606,7.24,-73.7727,-56.1777,110.5093,12.6323,92.9528,131.3695,2.7395,0.191,2.3486,2.9744,2234.6231,794.4153,1245.4438,3442.8415,31440.5709,52.0307,45.7373,-55.5505
7644,5,0,10,36.5414,29.897,-12.3568,79.1705,98.1587,31.4551,31.6294,139.4651,-33.6982,38.0264,-96.6105,14.9604,122.9376,17.9324,93.8992,151.9928,2.4939,0.3074,1.7893,3.0031,4215.0159,1583.8222,1130.9226,6831.5198,368380.8985,33.2194,89.2352,-30.6347
6537,4,0,7,22.5772,22.3268,-9.5001,53.4959,90.754,35.547,38.0895,140.5181,-58.2925,18.2944,-93.6085,-35.9508,116.192,27.2066,84.3159,159.7942,2.6949,0.264,2.197,3.1248,2600.8302,1470.0629,137.4873,5929.5207,93293.5036,19.2662,78.1725,-52.1474
482,1,0,5,62.1928,18.171,32.3393,85.1647,56.1114,25.4927,11.9963,82.2841,-65.8213,6.634,-71.6901,-55.579,110.5373,12.4285,93.0891,131.0745,2.7368,0.1901,2.3489,2.9728,2254.6974,798.3135,1249.9809,3461.9572,32465.7452,51.8273,46.7595,-54.8511
4516,3,0,5,66.5455,13.8674,53.0649,90.1246,61.7929,43.8701,10.7286,132.8829,-67.7043,20.7064,-92.3088,-38.7994,122.4784,19.3703,94.3697,151.008,2.6117,0.3123,2.1697,3.0881,3636.3588,2244.2023,425.675,7073.5803,56569.0779,55.4546,51.4941,-56.4202
1844,1,0,5,62.3606,18.6368,33.7867,89.5524,59.5658,26.9496,14.7021,89.1749,-65.0652,10.7115,-76.2914,-48.3977,112.6238,13.2153,93.5571,134.3249,2.7126,0.2004,2.3111,2.9644,2479.7741,880.7997,1347.7117,3693.1747,36376.9485,51.9672,49.6382,-54.221
4162,3,0,5,67.6213,12.4364,55.8165,89.2324,61.293,45.4085,7.5156,134.3803,-67.9613,24.6415,-97.2633,-35.3025,124.0965,19.2891,96.2833,151.6777,2.5834,0.3309,2.1125,3.08,3878.5925,2375.1647,508.8383,7444.1033,50487.7185,56.3511,51.0775,-56.6344
3023,2,0,10,48.8478,32.2433,-5.9517,89.1666,94.9923,41.5714,12.7133,144.8953,1.292,43.2231,-83.2756,47.5797,124.202,24.9246,91.4153,164.7842,2.4394,0.4979,1.4112,3.0586,4106.8373,2319.9404,709.1288,9095.4487,184741.1205,41.9378,83.2692,-0.3746
8840,5,0,9,45.4303,26.8912,-16.3209,73.4066,87.6148,34.4572,18.1049,128.1566,-53.7079,34.683,-105.8288,-4.6504,123.5907,21.5291,95.0583,161.2577,2.526,0.3118,1.8042,3.0099,3955.8357,1433.9111,1117.2046,5918.0413,284996.9591,40.8872,78.8534,-48.3371
8742,5,0,10,36.6228,32.7893,-14.7644,77.9889,103.4583,32.9218,31.9127,139.3749,-28.9757,30.7806,-88.1531,12.8363,124.762,20.6227,93.7971,161.6016,2.5359,0.3052,1.8025,2.9529,4013.3754,1479.169,1206.225,6739.4684,347704.7374,33.2935,94.053,-26.3415
1302,1,0,6,40.7297,34.5774,-10.2454,86.4689,80.075,13.5765,52.2106,92.6825,-50.079,16.2178,-69.3688,-25.5229,109.5936,14.5259,87.98,134.4967,2.6459,0.264,2.1304,3.003,2679.448,1227.3858,899.3011,4676.1742,25055.9456,34.9112,68.6357,-42.9249
7196,5,0,10,38.8537,32.1707,-12.321,78.8456,99.0759,34.0619,27.5683,138.2245,-43.8425,32.715,-93.6118,7.9678,126.8176,20.7493,94.955,160.6707,2.5289,0.3054,1.8112,3.0008,4205.7174,1560.7219,1151.4512,6620.3588,343990.9823,35.3216,90.069,-39.8568
3487,3,0,5,69.1121,15.8428,52.67,96.6279,54.4798,50.3514,4.7174,135.776,-65.915,23.5427,-91.4818,-34.2982,122.7877,18.789,96.4151,151.4445,2.5317,0.3817,2.0648,3.0515,4098.7749,2683.6577,711.5715,8346.4552,76563.093,57.5934,45.3998,-54.9292
1849,1,0,5,62.145,18.637,33.5051,89.1838,59.6347,26.8943,14.8116,89.1257,-65.2647,10.663,-76.2808,-48.6217,112.6378,13.2229,93.5695,134.3461,2.7137,0.2004,2.3124,2.9679,2473.7993,882.0443,1336.2602,3688.3204,35820.8882,51.7875,49.6956,-54.3873
6422,4,0,7,23.9281,22.698,-9.796,54.4145,90.1693,35.7867,38.0368,141.1088,-58.683,18.7811,-95.0331,-35.5992,116.4598,27.0645,84.706,160.0032,2.6847,0.2624,2.1947,3.1234,2682.9964,1490.4215,149.2017,6058.835,100446.3582,20.2707,78.3279,-51.7746
841,1,0,4,61.6149,19.4993,31.4084,83.1261,47.733,26.7531,7.7636,77.8509,-71.6532,6.3872,-76.9683,-61.1163,110.2541,13.7771,93.1657,130.6619,2.6985,0.1939,2.3569,2.9737,2440.0886,792.5779,1237.2488,3417.8394,30811.4818,49.2919,38.1864,-57.3226
451,1,0,5,63.8008,17.9295,34.8164,86.5497,54.8087,25.4423,10.745,80.9436,-65.7895,6.4338,-72.2924,-55.3974,110.6816,12.7493,92.9756,131.7357,2.7428,0.1899,2.3516,2.9748,2225.8919,792.0296,1248.4235,3436.9678,27724.7468,52.3919,40.469,-53.4628
